	hitsIn	hitsOut
pfam4290	1	0
pfam4291	1	0
pfam4292	1	0
pfam4293	1	0
pfam4294	1	0
pfam4295	1	0
pfam4296	1	0
pfam4297	1	0
pfam4298	1	0
pfam4299	1	0
pfam4300	1	0
pfam4301	1	0
pfam4302	1	0
pfam4303	1	0
pfam4304	1	0
pfam4305	1	0
pfam4306	1	0
pfam4307	1	0
pfam4308	1	0
pfam4309	1	0
pfam4310	1	0
pfam4311	1	0
pfam4312	1	0
pfam4313	1	0
pfam4314	1	0
pfam4315	1	0
pfam4316	1	0
pfam4317	1	0
pfam4318	1	0
pfam4319	1	0
pfam4320	1	0
pfam4321	1	0
pfam4322	1	0
pfam4323	1	0
pfam4324	1	0
pfam4325	1	0
pfam4326	1	0
pfam4327	1	0
pfam4328	1	0
pfam4329	1	0
pfam4330	1	0
pfam4331	1	0
pfam4332	1	0
pfam4333	1	0
pfam4334	1	0
pfam4335	1	0
pfam4336	1	0
pfam4337	1	0
pfam4338	1	0
pfam4339	1	0
pfam4340	1	0
pfam4341	1	0
pfam4342	1	0
pfam4343	1	0
pfam4344	1	0
pfam4345	1	0
pfam4346	1	0
pfam4347	1	0
pfam4348	1	0
pfam4349	1	0
pfam4350	1	0
pfam4351	1	0
pfam4352	1	0
pfam4353	1	0
pfam4354	1	0
pfam4355	1	0
pfam4356	1	0
pfam4357	1	0
pfam4358	1	0
pfam4359	1	0
pfam4360	1	0
pfam4361	1	0
pfam4362	1	0
pfam4363	1	0
pfam4364	1	0
pfam4365	1	0
pfam4366	1	0
pfam4367	1	0
pfam4368	1	0
pfam4369	1	0
pfam4370	1	0
pfam4371	1	0
pfam4372	1	0
pfam4373	1	0
pfam4374	1	0
pfam4375	1	0
pfam4376	1	0
pfam4377	1	0
pfam4378	1	0
pfam4379	1	0
pfam4380	1	0
pfam4381	1	0
pfam4382	1	0
pfam4383	1	0
pfam4384	1	0
pfam4385	1	0
pfam4386	1	0
pfam4387	1	0
pfam4388	1	0
pfam4389	1	0
pfam4390	1	0
pfam4391	1	0
pfam4392	1	0
pfam4393	1	0
pfam4394	1	0
pfam4395	1	0
pfam4396	1	0
pfam4397	1	0
pfam4398	1	0
pfam4399	1	0
pfam4400	1	0
pfam4401	1	0
pfam4402	1	0
pfam4403	1	0
pfam4404	1	0
pfam4405	1	0
pfam4406	1	0
pfam4407	1	0
pfam4408	1	0
pfam4409	1	0
pfam4410	1	0
pfam4411	1	0
pfam4412	1	0
pfam4413	1	0
pfam4414	1	0
pfam4415	1	0
pfam4416	1	0
pfam4417	1	0
pfam4418	1	0
pfam4419	1	0
pfam4420	1	0
pfam4421	1	0
pfam4422	1	0
pfam4423	1	0
pfam4424	1	0
pfam4425	1	0
pfam4426	1	0
pfam4427	1	0
pfam4428	1	0
pfam4429	1	0
pfam4430	1	0
pfam4431	1	0
pfam4432	1	0
pfam4433	1	0
pfam4434	1	0
pfam4435	1	0
pfam4436	1	0
pfam4437	1	0
pfam4438	1	0
pfam4439	1	0
pfam4440	1	0
pfam4441	1	0
pfam4442	1	0
pfam4443	1	0
pfam4444	1	0
pfam4445	1	0
pfam4446	1	0
pfam4447	1	0
pfam4448	1	0
pfam4449	1	0
pfam4450	1	0
pfam4451	1	0
pfam4452	1	0
pfam4453	1	0
pfam4454	1	0
pfam4455	1	0
pfam4456	1	0
pfam4457	1	0
pfam4458	1	0
pfam4459	1	0
pfam4460	1	0
pfam4461	1	0
pfam4462	1	0
pfam4463	1	0
pfam4464	1	0
pfam4465	1	0
pfam4466	1	0
pfam4467	1	0
pfam4468	1	0
pfam4469	1	0
pfam4470	1	0
pfam4471	1	0
pfam4472	1	0
pfam4473	1	0
pfam4474	1	0
pfam4475	1	0
pfam4476	1	0
pfam4477	1	0
pfam4478	1	0
pfam4479	1	0
pfam4480	1	0
pfam4481	1	0
pfam4482	1	0
pfam4483	1	0
pfam4484	1	0
pfam4485	1	0
pfam4486	1	0
pfam4487	1	0
pfam4488	1	0
pfam4489	1	0
pfam4490	1	0
pfam4491	1	0
pfam4492	1	0
pfam4493	1	0
pfam4494	1	0
pfam4495	1	0
pfam4496	1	0
pfam4497	1	0
pfam4498	1	0
pfam4499	1	0
pfam4500	1	0
pfam4501	1	0
pfam4502	1	0
pfam4503	1	0
pfam4504	1	0
pfam4505	1	0
pfam4506	1	0
pfam4507	1	0
pfam4508	1	0
pfam4509	1	0
pfam4510	1	0
pfam4511	1	0
pfam4512	1	0
pfam4513	1	0
pfam4514	1	0
pfam4515	1	0
pfam4516	1	0
pfam4517	1	0
pfam4518	1	0
pfam4519	1	0
pfam4520	1	0
pfam4521	1	0
pfam4522	1	0
pfam4523	1	0
pfam4524	1	0
pfam4525	1	0
pfam4526	1	0
pfam4527	1	0
pfam4528	1	0
pfam4529	1	0
pfam4530	1	0
pfam4531	1	0
pfam4532	1	0
pfam4533	1	0
pfam4534	1	0
pfam4535	1	0
pfam4536	1	0
pfam4537	1	0
pfam4538	1	0
pfam4539	1	0
pfam4540	1	0
pfam4541	1	0
pfam4542	1	0
pfam4543	1	0
pfam4544	1	0
pfam4545	1	0
pfam4546	1	0
pfam4547	1	0
pfam4548	1	0
pfam4549	1	0
pfam4550	1	0
pfam4551	1	0
pfam4552	1	0
pfam4553	1	0
pfam4554	1	0
pfam4555	1	0
pfam4556	1	0
pfam4557	1	0
pfam4558	1	0
pfam4559	1	0
pfam4560	1	0
pfam4561	1	0
pfam4562	1	0
pfam4563	1	0
pfam4564	1	0
pfam4565	1	0
pfam4566	1	0
pfam4567	1	0
pfam4568	1	0
pfam4569	1	0
pfam4570	1	0
pfam4571	1	0
pfam4572	1	0
pfam4573	1	0
pfam4574	1	0
pfam4575	1	0
pfam4576	1	0
pfam4577	1	0
pfam4578	1	0
pfam4579	1	0
pfam4580	1	0
pfam4581	1	0
pfam4582	1	0
pfam4583	1	0
pfam4584	1	0
pfam4585	1	0
pfam4586	1	0
pfam4587	1	0
pfam4588	1	0
pfam4589	1	0
pfam4590	1	0
pfam4591	1	0
pfam4592	1	0
pfam4593	1	0
pfam4594	1	0
pfam4595	1	0
pfam4596	1	0
pfam4597	1	0
pfam4598	1	0
pfam4599	1	0
pfam4600	1	0
pfam4601	1	0
pfam4602	1	0
pfam4603	1	0
pfam4604	1	0
pfam4605	1	0
pfam4606	1	0
pfam4607	1	0
pfam4608	1	0
pfam4609	1	0
pfam4610	1	0
pfam4611	1	0
pfam4612	1	0
pfam4613	1	0
pfam4614	1	0
pfam4615	1	0
pfam4616	1	0
pfam4617	1	0
pfam4618	1	0
pfam4619	1	0
pfam4620	1	0
pfam4621	1	0
pfam4622	1	0
pfam4623	1	0
pfam4624	1	0
pfam4625	1	0
pfam4626	1	0
pfam4627	1	0
pfam4628	1	0
pfam4629	1	0
pfam4630	1	0
pfam4631	1	0
pfam4632	1	0
pfam4633	1	0
pfam4634	1	0
pfam4635	1	0
pfam4636	1	0
pfam4637	1	0
pfam4638	1	0
pfam4639	1	0
pfam4640	1	0
pfam4641	1	0
pfam4642	1	0
pfam4643	1	0
pfam4644	1	0
pfam4645	1	0
pfam4646	1	0
pfam4647	1	0
pfam4648	1	0
pfam4649	1	0
pfam4650	1	0
pfam4651	1	0
pfam4652	1	0
pfam4653	1	0
pfam4654	1	0
pfam4655	1	0
pfam4656	1	0
pfam4657	1	0
pfam4658	1	0
pfam4659	1	0
pfam4660	1	0
pfam4661	1	0
pfam4662	1	0
pfam4663	1	0
pfam4664	1	0
pfam4665	1	0
pfam4666	1	0
pfam4667	1	0
pfam4668	1	0
pfam4669	1	0
pfam4670	1	0
pfam4671	1	0
pfam4672	1	0
pfam4673	1	0
pfam4674	1	0
pfam4675	1	0
pfam4676	1	0
pfam4677	1	0
pfam4678	1	0
pfam4679	1	0
pfam4680	1	0
pfam4681	1	0
pfam4682	1	0
pfam4683	1	0
pfam4684	1	0
pfam4685	1	0
pfam4686	1	0
pfam4687	1	0
pfam4688	1	0
pfam4689	1	0
pfam4690	1	0
pfam4691	1	0
pfam4692	1	0
pfam4693	1	0
pfam4694	1	0
pfam4695	1	0
pfam4696	1	0
pfam4697	1	0
pfam4698	1	0
pfam4699	1	0
pfam4700	1	0
pfam4701	1	0
pfam4702	1	0
pfam4703	1	0
pfam4704	1	0
pfam4705	1	0
pfam4706	1	0
pfam4707	1	0
pfam4708	1	0
pfam4709	1	0
pfam4710	0	1
pfam4711	0	1
pfam4712	0	1
pfam4713	0	1
pfam4714	0	1
pfam4715	0	1
pfam4716	0	1
pfam4717	0	1
pfam4718	0	1
pfam4719	0	1
pfam4720	0	1
pfam4721	0	1
pfam4722	0	1
pfam4723	0	1
pfam4724	0	1
pfam4725	0	1
pfam4726	0	1
pfam4727	0	1
pfam4728	0	1
pfam4729	0	1
pfam4730	0	1
pfam4731	0	1
pfam4732	0	1
pfam4733	0	1
pfam4734	0	1
pfam4735	0	1
pfam4736	0	1
pfam4737	0	1
pfam4738	0	1
pfam4739	0	1
pfam4740	0	1
pfam4741	0	1
pfam4742	0	1
pfam4743	0	1
pfam4744	0	1
pfam4745	0	1
pfam4746	0	1
pfam4747	0	1
pfam4748	0	1
pfam4749	0	1
pfam4750	0	1
pfam4751	0	1
pfam4752	0	1
pfam4753	0	1
pfam4754	0	1
pfam4755	0	1
pfam4756	0	1
pfam4757	0	1
pfam4758	0	1
pfam4759	0	1
pfam4760	0	1
pfam4761	0	1
pfam4762	0	1
pfam4763	0	1
pfam4764	0	1
pfam4765	0	1
pfam4766	0	1
pfam4767	0	1
pfam4768	0	1
pfam4769	0	1
pfam4770	0	1
pfam4771	0	1
pfam4772	0	1
pfam4773	0	1
pfam4774	0	1
pfam4775	0	1
pfam4776	0	1
pfam4777	0	1
pfam4778	0	1
pfam4779	0	1
pfam4780	0	1
pfam4781	0	1
pfam4782	0	1
pfam4783	0	1
pfam4784	0	1
pfam4785	0	1
pfam4786	0	1
pfam4787	0	1
pfam4788	0	1
pfam4789	0	1
pfam4790	0	1
pfam4791	0	1
pfam4792	0	1
pfam4793	0	1
pfam4794	0	1
pfam4795	0	1
pfam4796	0	1
pfam4797	0	1
pfam4798	0	1
pfam4799	0	1
pfam4800	0	1
pfam4801	0	1
pfam4802	0	1
pfam4803	0	1
pfam4804	0	1
pfam4805	0	1
pfam4806	0	1
pfam4807	0	1
pfam4808	0	1
pfam4809	0	1
pfam4810	0	1
pfam4811	0	1
pfam4812	0	1
pfam4813	0	1
pfam4814	0	1
pfam4815	0	1
pfam4816	0	1
pfam4817	0	1
